time,num_instructions,location,block,condition,success
2.910678799999914,2,2,1,auditory,success
2.458635900000445,2,4,1,auditory,success
2.3926774000001387,2,6,1,auditory,success
3.265987700000551,3,9,1,auditory,success
1.2070271000002322,1,5,1,auditory,success
2.4786668999995527,2,6,1,auditory,success
2.2052051000000574,2,6,1,auditory,success
3.2619054000006145,3,1,1,auditory,success
2.0838655999996263,2,8,1,auditory,success
time,num_instructions,location,block,condition,success
2.910678799999914,2,2,1,auditory,success
2.458635900000445,2,4,1,auditory,success
2.3926774000001387,2,6,1,auditory,success
3.265987700000551,3,9,1,auditory,success
1.2070271000002322,1,5,1,auditory,success
2.4786668999995527,2,6,1,auditory,success
2.2052051000000574,2,6,1,auditory,success
3.2619054000006145,3,1,1,auditory,success
2.0838655999996263,2,8,1,auditory,success
2.028101300000344,2,2,2,auditory,success
3.1101754999999685,3,3,2,auditory,success
2.6348471000001155,3,9,2,auditory,success
1.240510099999483,1,5,2,auditory,success
2.110732299999654,2,6,2,auditory,success
2.1567913000008048,2,6,2,auditory,success
2.0410799999999654,2,2,2,auditory,success
2.70965680000063,3,7,2,auditory,success
2.049661500000184,2,8,2,auditory,success
time,num_instructions,location,block,condition,success
2.910678799999914,2,2,1,auditory,success
2.458635900000445,2,4,1,auditory,success
2.3926774000001387,2,6,1,auditory,success
3.265987700000551,3,9,1,auditory,success
1.2070271000002322,1,5,1,auditory,success
2.4786668999995527,2,6,1,auditory,success
2.2052051000000574,2,6,1,auditory,success
3.2619054000006145,3,1,1,auditory,success
2.0838655999996263,2,8,1,auditory,success
2.028101300000344,2,2,2,auditory,success
3.1101754999999685,3,3,2,auditory,success
2.6348471000001155,3,9,2,auditory,success
1.240510099999483,1,5,2,auditory,success
2.110732299999654,2,6,2,auditory,success
2.1567913000008048,2,6,2,auditory,success
2.0410799999999654,2,2,2,auditory,success
2.70965680000063,3,7,2,auditory,success
2.049661500000184,2,8,2,auditory,success
2.509342800000013,2,6,3,auditory,exFail
1.1202487999998993,1,5,3,auditory,success
3.2986598999996204,3,1,3,auditory,success
2.847538799999711,3,9,3,auditory,success
1.1555889000001116,1,5,3,auditory,success
3.0797706999992442,3,1,3,auditory,success
2.696200200000021,3,3,3,auditory,success
3.200907399999778,3,7,3,auditory,success
2.9045967000001838,3,7,3,auditory,success
2.2045423999998093,2,rep_6,3,auditory,success
time,num_instructions,location,block,condition,success
2.910678799999914,2,2,1,auditory,success
2.458635900000445,2,4,1,auditory,success
2.3926774000001387,2,6,1,auditory,success
3.265987700000551,3,9,1,auditory,success
1.2070271000002322,1,5,1,auditory,success
2.4786668999995527,2,6,1,auditory,success
2.2052051000000574,2,6,1,auditory,success
3.2619054000006145,3,1,1,auditory,success
2.0838655999996263,2,8,1,auditory,success
2.028101300000344,2,2,2,auditory,success
3.1101754999999685,3,3,2,auditory,success
2.6348471000001155,3,9,2,auditory,success
1.240510099999483,1,5,2,auditory,success
2.110732299999654,2,6,2,auditory,success
2.1567913000008048,2,6,2,auditory,success
2.0410799999999654,2,2,2,auditory,success
2.70965680000063,3,7,2,auditory,success
2.049661500000184,2,8,2,auditory,success
2.509342800000013,2,6,3,auditory,exFail
1.1202487999998993,1,5,3,auditory,success
3.2986598999996204,3,1,3,auditory,success
2.847538799999711,3,9,3,auditory,success
1.1555889000001116,1,5,3,auditory,success
3.0797706999992442,3,1,3,auditory,success
2.696200200000021,3,3,3,auditory,success
3.200907399999778,3,7,3,auditory,success
2.9045967000001838,3,7,3,auditory,success
2.2045423999998093,2,rep_6,3,auditory,success
2.0278867000006358,2,8,4,auditory,success
2.938706899999488,3,7,4,auditory,success
1.1566269000004468,1,5,4,auditory,success
1.0914192000000185,1,5,4,auditory,success
2.1493260000006558,2,2,4,auditory,success
1.8995754000006855,2,8,4,auditory,success
3.075178899999628,3,3,4,auditory,success
2.7501771000006556,3,3,4,auditory,success
1.9406123000007938,2,8,4,auditory,success
time,num_instructions,location,block,condition,success
2.910678799999914,2,2,1,auditory,success
2.458635900000445,2,4,1,auditory,success
2.3926774000001387,2,6,1,auditory,success
3.265987700000551,3,9,1,auditory,success
1.2070271000002322,1,5,1,auditory,success
2.4786668999995527,2,6,1,auditory,success
2.2052051000000574,2,6,1,auditory,success
3.2619054000006145,3,1,1,auditory,success
2.0838655999996263,2,8,1,auditory,success
2.028101300000344,2,2,2,auditory,success
3.1101754999999685,3,3,2,auditory,success
2.6348471000001155,3,9,2,auditory,success
1.240510099999483,1,5,2,auditory,success
2.110732299999654,2,6,2,auditory,success
2.1567913000008048,2,6,2,auditory,success
2.0410799999999654,2,2,2,auditory,success
2.70965680000063,3,7,2,auditory,success
2.049661500000184,2,8,2,auditory,success
2.509342800000013,2,6,3,auditory,exFail
1.1202487999998993,1,5,3,auditory,success
3.2986598999996204,3,1,3,auditory,success
2.847538799999711,3,9,3,auditory,success
1.1555889000001116,1,5,3,auditory,success
3.0797706999992442,3,1,3,auditory,success
2.696200200000021,3,3,3,auditory,success
3.200907399999778,3,7,3,auditory,success
2.9045967000001838,3,7,3,auditory,success
2.2045423999998093,2,rep_6,3,auditory,success
2.0278867000006358,2,8,4,auditory,success
2.938706899999488,3,7,4,auditory,success
1.1566269000004468,1,5,4,auditory,success
1.0914192000000185,1,5,4,auditory,success
2.1493260000006558,2,2,4,auditory,success
1.8995754000006855,2,8,4,auditory,success
3.075178899999628,3,3,4,auditory,success
2.7501771000006556,3,3,4,auditory,success
1.9406123000007938,2,8,4,auditory,success
1.085342700000183,1,5,5,auditory,success
2.0387481999996453,2,2,5,auditory,success
2.886694799999532,3,1,5,auditory,success
2.676300500000252,3,7,5,auditory,success
2.6725790000000416,2,1,5,auditory,success
2.7664448000004995,3,1,5,auditory,success
